,0,1,2,3,4
96,14.0,11.25,0.0,0.00027700000001118497,4.9000000004184585e-05
97,14.0,11.25,0.0,0.0002649999999988495,4.600000001175886e-05
98,14.0,11.25,0.0,0.00025000000000829914,4.0999999995960934e-05
99,14.0,11.25,0.0,0.00023799999999596366,4.70000000092341e-05
100,14.0,11.25,0.0,0.0002479999999991378,4.299999999091142e-05
101,14.0,11.25,0.0,0.00023599999998680232,4.199999999343618e-05
102,14.0,11.25,0.0,0.0002389999999934389,4.5999999997548e-05
103,14.0,11.25,0.0,0.0002340000000060627,4.199999999343618e-05
104,14.0,11.25,0.0,0.00023500000000353793,4.200000000764703e-05
105,14.0,11.25,0.0,0.00023399999999185184,3.999999999848569e-05
106,14.0,11.25,0.0,0.00023199999999690135,3.999999999848569e-05
107,14.0,11.25,0.0,0.00022799999999278953,4.0999999995960934e-05
108,14.0,11.25,0.0,0.00026700000000801083,4.799999999249849e-05
109,14.0,11.25,0.0,0.00028100000000108594,4.6999999995023245e-05
110,14.0,11.25,0.0,0.0002479999999991378,4.400000000259752e-05
111,14.0,11.25,0.0,0.00023600000000101318,4.199999999343618e-05
112,14.0,11.25,0.0,0.0002389999999934389,4.3000000005122274e-05
113,14.0,11.25,0.0,0.00023999999999091415,4.5999999997548e-05
114,14.0,11.25,0.0,0.0002420000000000755,4.299999999091142e-05
115,14.0,11.25,0.0,0.00024100000000260025,4.400000000259752e-05
116,14.0,11.25,0.0,0.00023600000000101318,4.0999999995960934e-05
117,14.0,11.25,0.0,0.00024500000000671207,4.299999999091142e-05
118,14.0,11.25,0.0,0.00034499999999582087,6.0000000004833964e-05
119,14.0,11.25,0.0,0.00027599999999949887,5.000000000165983e-05
